Release Date,Season,Episode,Episode Title,Name,Sentence
2011-06-05,Season 1,Episode 8,The Pointy End,robb stark,To do either we need to cross the river and the only crossing is at The Twins.
2011-06-05,Season 1,Episode 8,The Pointy End,theon greyjoy,Lord Frey controls that bridge.
2011-06-05,Season 1,Episode 8,The Pointy End,catelyn stark,"The late Lord Frey"" my father calls him."
2011-06-05,Season 1,Episode 8,The Pointy End,theon greyjoy,Robb's right.
2011-06-05,Season 1,Episode 8,The Pointy End,greatjon umber,So what's it gonna be? Do we move against Jaime or Lord Tywin?
2011-06-05,Season 1,Episode 8,The Pointy End,stark guard,"Your pardon, my lords."
2011-06-05,Season 1,Episode 8,The Pointy End,greatjon umber,"Don't worry, lad."
2011-06-05,Season 1,Episode 8,The Pointy End,robb stark,Where did you find him?
2011-06-05,Season 1,Episode 8,The Pointy End,stark guard,In the brush above the encampment.
2011-06-05,Season 1,Episode 8,The Pointy End,robb stark,How high did you get?
2011-06-05,Season 1,Episode 8,The Pointy End,lannister scout,"20,000. Maybe more."
2011-06-05,Season 1,Episode 8,The Pointy End,robb stark,"My father understands mercy, when there is room for it."
2011-06-05,Season 1,Episode 8,The Pointy End,catelyn stark,Robb.
2011-06-05,Season 1,Episode 8,The Pointy End,robb stark,"Tell Lord Tywin, Winter is coming for him."
2011-06-05,Season 1,Episode 8,The Pointy End,lannister scout,"Yes, My Lord. Thank you, My Lord."
2011-06-05,Season 1,Episode 8,The Pointy End,greatjon umber,"Are you touched, boy?! Letting him go?"
2011-06-05,Season 1,Episode 8,The Pointy End,robb stark,You call me boy again.
2011-06-05,Season 1,Episode 8,The Pointy End,robb stark,Go on.
2011-06-05,Season 1,Episode 8,The Pointy End,greatjon umber,Oi.
2011-06-05,Season 1,Episode 8,The Pointy End,grand maester pycelle,"It is also the wish of His Grace, that his loyal servant Janos Slynt, Commander of the City Watch..."
2011-06-05,Season 1,Episode 8,The Pointy End,sansa stark,Ser Aron.
2011-06-05,Season 1,Episode 8,The Pointy End,grand maester pycelle,Be at once raised to the rank of Lord.
2011-06-05,Season 1,Episode 8,The Pointy End,sansa stark,Lord Gyles.
2011-06-05,Season 1,Episode 8,The Pointy End,grand maester pycelle,"And granted the ancient seat of Harrenhal, and that his sons and grandsons shall hold this honor after him, until the end of time."
2011-06-05,Season 1,Episode 8,The Pointy End,cersei lannister,Ser Barristan Selmy.
2011-06-05,Season 1,Episode 8,The Pointy End,barristan selmy,"Your Grace, I am yours to command."
2011-06-05,Season 1,Episode 8,The Pointy End,cersei lannister,"Rise, Ser Barristan."
2011-06-05,Season 1,Episode 8,The Pointy End,barristan selmy,"Your Grace, the Kingsguard is a sworn brotherhood."
2011-06-05,Season 1,Episode 8,The Pointy End,cersei lannister,"Whose death, Ser Barristan? Yours or your King's?"
2011-06-05,Season 1,Episode 8,The Pointy End,king joffrey,You let my father die.
2011-06-05,Season 1,Episode 8,The Pointy End,barristan selmy,Your Grace...
2011-06-05,Season 1,Episode 8,The Pointy End,cersei lannister,The Council has determined that Ser Jaime Lannister will take your place as Lord Commander of the Kingsguard.
2011-06-05,Season 1,Episode 8,The Pointy End,barristan selmy,The man who profaned his blade with the blood of the King he had sworn to defend!
2011-06-05,Season 1,Episode 8,The Pointy End,cersei lannister,"Careful, Ser."
2011-06-05,Season 1,Episode 8,The Pointy End,lord varys,"We have nothing but gratitude for your long service, good Ser."
2011-06-05,Season 1,Episode 8,The Pointy End,barristan selmy,A hall to die in and men to bury me.
2011-06-05,Season 1,Episode 8,The Pointy End,petyr baelish,"A naked Knight, apparently."
2011-06-05,Season 1,Episode 8,The Pointy End,barristan selmy,Even now I could cut through the five of you like carving a cake!
2011-06-05,Season 1,Episode 8,The Pointy End,kings landing page,"If any man in this hall has other matters to set before His Grace, let him speak now or go forth and hold his silence."
2011-06-05,Season 1,Episode 8,The Pointy End,sansa stark,Your Grace.
2011-06-05,Season 1,Episode 8,The Pointy End,king joffrey,"Come forward, My Lady."
2011-06-05,Season 1,Episode 8,The Pointy End,kings landing page,The Lady Sansa of House Stark.
2011-06-05,Season 1,Episode 8,The Pointy End,cersei lannister,"Do you have some business for the King and the Council, Sansa?"
2011-06-05,Season 1,Episode 8,The Pointy End,sansa stark,I do.
2011-06-05,Season 1,Episode 8,The Pointy End,sansa stark,"As it please Your Grace, I ask mercy for my father, Lord Eddard Stark, who was Hand of the King."
2011-06-05,Season 1,Episode 8,The Pointy End,grand maester pycelle,Treason is a noxious weed.
2011-06-05,Season 1,Episode 8,The Pointy End,king joffrey,Let her speak.
2011-06-05,Season 1,Episode 8,The Pointy End,sansa stark,"Thank you, Your Grace."
2011-06-05,Season 1,Episode 8,The Pointy End,petyr baelish,Do you deny your father's crime?
2011-06-05,Season 1,Episode 8,The Pointy End,sansa stark,"No, My Lords. I know he must be punished."
2011-06-05,Season 1,Episode 8,The Pointy End,king joffrey,He said I wasn't the King. Why did he say that?
2011-06-05,Season 1,Episode 8,The Pointy End,sansa stark,He was badly hurt.
2011-06-05,Season 1,Episode 8,The Pointy End,lord varys,A childo s faith Such sweet innocence.
2011-06-05,Season 1,Episode 8,The Pointy End,grand maester pycelle,Treason is treason!
2011-06-05,Season 1,Episode 8,The Pointy End,king joffrey,Anything else?
2011-06-05,Season 1,Episode 8,The Pointy End,sansa stark,"If you still have any affection in your heart for me, please do me this kindness, Your Grace."
2011-06-05,Season 1,Episode 8,The Pointy End,king joffrey,Your sweet words have moved me.
2011-06-05,Season 1,Episode 8,The Pointy End,sansa stark,He will.
2011-06-12,Season 1,Episode 9,Baelor,varys,"You've seen better days, my lord."
2011-06-12,Season 1,Episode 9,Baelor,eddard stark,Another visit? lt seems you're my last friend.
2011-06-12,Season 1,Episode 9,Baelor,varys,"No, no, many still love you. Sansa came to court this morning to plead for your life."
2011-06-12,Season 1,Episode 9,Baelor,eddard stark,On her knees begging for me. Hm! Did you laugh with the others?
2011-06-12,Season 1,Episode 9,Baelor,varys,"You do me wrong, my lord. Your blood is the last thing l want."
2011-06-12,Season 1,Episode 9,Baelor,eddard stark,l don't know what you want. l've given up trying to guess.
2011-06-12,Season 1,Episode 9,Baelor,varys,"When l was still a boy - before they cut my balls off with a hot knife - l traveled with a group of actors through the free cities. They taught me that each man has a role to play. The same is true at court. l am the master of whisperers. My role is to be sly, obsequious and without scruples. l'm a good actor, my lord."
2011-06-12,Season 1,Episode 9,Baelor,eddard stark,Huh. Can you free me from this pit?
2011-06-12,Season 1,Episode 9,Baelor,varys,"l could. But will l? No. As l said, I'm no hero."
2011-06-12,Season 1,Episode 9,Baelor,eddard stark,"What do you want? Tell me. No riddles, no stories. Tell me, what do you want?"
2011-06-12,Season 1,Episode 9,Baelor,varys,Peace. Did you know that your son is marching south with an army of Northmen? Loyal lad. Fighting for his father's freedom.
2011-06-12,Season 1,Episode 9,Baelor,eddard stark,Robb? He's just a boy.
2011-06-12,Season 1,Episode 9,Baelor,varys,Boys have been conquerors before. But the man giving Cersei sleepless nights is the king's the late king's brother. Lord Stannis has the best claim to the throne. He is a proven battle commander and he is utterly without mercy.
2011-06-12,Season 1,Episode 9,Baelor,eddard stark,Stannis Baratheon is Robert's true heir. The throne is his by rights.
2011-06-12,Season 1,Episode 9,Baelor,varys,Sansa pleaded so sweetly for your life. lt would be a shame to throw it away. Cersei is no fool. She knows a tame wolf is more use to her than a dead one.
2011-06-12,Season 1,Episode 9,Baelor,eddard stark,"You want me to serve the woman who murdered my king, who butchered my men, who crippled my son?"
2011-06-12,Season 1,Episode 9,Baelor,varys,"l want you to serve the realm! Tell the queen you will confess your vile treason, tell your son to lay down his sword and proclaim Joffrey as the true heir. Cersei knows you as a man of honor. lf you give her the peace she needs, and promise to carry her secret to your grave, l believe she will allow you to take the black and live out your days on the Wall with your brother and your bastard son."
2011-06-12,Season 1,Episode 9,Baelor,eddard stark,You think my life is some precious thing to me? That l would trade my honor for a few more years of... of what? You grew up with actors. You learned their craft and you learnt it well. But l grew up with soldiers. l learned how to die a long time ago.
2011-06-12,Season 1,Episode 9,Baelor,varys,"Pity. Such a pity. What of your daughter's life, my lord? ls that a precious thing to you?"
2011-06-12,Season 1,Episode 9,Baelor,robb stark,lt's a birthday message to his grand-niece Walda.
2011-06-12,Season 1,Episode 9,Baelor,theon greyjoy,Or so Walder Frey would have you think.
2011-06-12,Season 1,Episode 9,Baelor,catelyn stark,Keep shooting them down. We can't risk Lord Walder sending word of your movements to the Lannisters.
2011-06-12,Season 1,Episode 9,Baelor,robb stark,He's Grandfather's bannerman. We can't expect his support?
2011-06-12,Season 1,Episode 9,Baelor,greatjon umber,Expect nothing of Walder Frey and you'll never be surprised. Look.
2011-06-12,Season 1,Episode 9,Baelor,robb stark,Father rots in a dungeon. How long before they take his head? We need to cross the Trident and we need to do it now.
2011-06-12,Season 1,Episode 9,Baelor,theon greyjoy,Just march up to his gates and tell him you're crossing. We've got five times his numbers. You can take the Twins if you have to.
2011-06-12,Season 1,Episode 9,Baelor,greatjon umber,Not in time. Tywin Lannister marches north as we speak.
2011-06-12,Season 1,Episode 9,Baelor,catelyn stark,"The Freys have held the crossing for 600 years, and for 600 years they have never failed to exact their toll."
2011-06-12,Season 1,Episode 9,Baelor,robb stark,Have my horse saddled and ready.
2011-06-12,Season 1,Episode 9,Baelor,greatjon umber,Enter the Twins alone and he'll sell you to the Lannisters as he likes.
2011-06-12,Season 1,Episode 9,Baelor,theon greyjoy,Or throw you in a dungeon. Or slit your throat.
2011-06-12,Season 1,Episode 9,Baelor,robb stark,"My father would do whatever it took to secure our crossing. Whatever it took. lf l'm going to lead this army, l can't have other men doing my bargaining for me."
2011-06-12,Season 1,Episode 9,Baelor,catelyn stark,l agree. l'll go.
2011-06-12,Season 1,Episode 9,Baelor,everyone,You can't!
2011-06-12,Season 1,Episode 9,Baelor,catelyn stark,l have known Lord Walder since l was a girl. He would never harm me.
2011-06-12,Season 1,Episode 9,Baelor,greatjon umber,Unless there was a profit in it.
2011-06-12,Season 1,Episode 9,Baelor,walder frey,What do you want?
2011-06-12,Season 1,Episode 9,Baelor,catelyn stark,"lt is a great pleasure to see you again after so many years, my lord."
2011-06-12,Season 1,Episode 9,Baelor,walder frey,"Oh, spare me. Your boy's too proud to come before me himself. What am l supposed to do with you?"
2011-06-12,Season 1,Episode 9,Baelor,stevron frey,"Father, you forget yourself. Lady Stark is –"
2011-06-12,Season 1,Episode 9,Baelor,walder frey,"Who asked you? You're not Lord Frey yet, not until l die. Do l look dead to you?"
2011-06-12,Season 1,Episode 9,Baelor,ryger rivers,"Father, please –"
2011-06-12,Season 1,Episode 9,Baelor,walder frey,"l need lessons in courtesy from you, bastard? Your mother would still be a milkmaid if l hadn't squirted you into her belly."
2011-06-12,Season 1,Episode 9,Baelor,catelyn stark,ls there somewhere we can talk?
2011-06-12,Season 1,Episode 9,Baelor,walder frey,We're talking right now. Fine. Out! All of you!
2011-06-12,Season 1,Episode 9,Baelor,catelyn stark,l'm sure she will give you many sons.
2011-06-12,Season 1,Episode 9,Baelor,walder frey,Huh. Your father didn't come to the wedding.
2011-06-12,Season 1,Episode 9,Baelor,catelyn stark,"He is quite ill, my lord."
2011-06-12,Season 1,Episode 9,Baelor,walder frey,"Huh. Didn't come to the last one, either. Or the one before that. Your family has always pissed on me."
2011-06-12,Season 1,Episode 9,Baelor,catelyn stark,"My lord, l –"
2011-06-12,Season 1,Episode 9,Baelor,walder frey,Don't deny it. You know it's true. The fine Lord Tully would never marry any of his children to mine.
2011-06-12,Season 1,Episode 9,Baelor,catelyn stark,l'm sure there were reasons –
2011-06-12,Season 1,Episode 9,Baelor,walder frey,l didn't need reasons. l needed to get rid of sons and daughters. You see how they pile up? Why are you here?
2011-06-12,Season 1,Episode 9,Baelor,catelyn stark,"To ask you to open your gates, my lord, so my son and his bannermen may cross the Trident and be on their way."
2011-06-12,Season 1,Episode 9,Baelor,walder frey,Why should l let him?
2011-06-12,Season 1,Episode 9,Baelor,catelyn stark,"lf you could climb your own battlements, you would see that he has 20,000 men outside your walls."
2011-06-12,Season 1,Episode 9,Baelor,walder frey,"There will be 20,000 corpses when Tywin Lannister gets here. Don't try and frighten me, Lady Stark. Your husbando s in a cell beneath the Red Keep and your son's got no fur to keep his balls warm."
2011-06-12,Season 1,Episode 9,Baelor,catelyn stark,You swore an oath to my father.
2011-06-12,Season 1,Episode 9,Baelor,walder frey,"Oh, yes, l said some words. And l swore oaths to the crown too, if l remember right. Joffrey's king now, which makes your boy and his corpses-to-be nothing but rebels, it seems to me. lf l had the sense the gods gave a fish, l'd hand you both over to the Lannisters."
2011-06-12,Season 1,Episode 9,Baelor,catelyn stark,Why don't you?
2011-06-12,Season 1,Episode 9,Baelor,walder frey,"Stark, Tully, Lannister, Baratheon. Give me one good reason why l should waste a single thought on any of you?"
2011-06-12,Season 1,Episode 9,Baelor,voices outside,And engage!
2011-06-12,Season 1,Episode 9,Baelor,jeor mormont,When does Aemon think you'll be able to use that hand?
2011-06-12,Season 1,Episode 9,Baelor,jon snow,"Soon, he says."
2011-06-12,Season 1,Episode 9,Baelor,jeor mormont,"Good. You'll be ready for this, then. l thought a wolf was more appropriate for you than a bear so l had a new pommel made. lt's called Longclaw. Works as well for a wolf as a bear, l think."
2011-06-12,Season 1,Episode 9,Baelor,jon snow,This is Valyrian steel.
2011-06-12,Season 1,Episode 9,Baelor,jeor mormont,"lt was my father's sword, his father before him. The Mormonts have carried it for five centuries. lt was meant for my son Jorah. He brought dishonor to our House, but he had the grace to leave the sword before he fled from Westeros."
2011-06-12,Season 1,Episode 9,Baelor,jon snow,"My lord, you honor me, but l can't –"
2011-06-12,Season 1,Episode 9,Baelor,jeor mormont,"Oh, you can. And you will. l wouldn't be standing here if it wasn't for you and your beast. A bloody dead man tried to kill me, so you'll take it. l'll hear no more about it. ls that understood?"
2011-06-12,Season 1,Episode 9,Baelor,jon snow,"Yes, my lord."
2011-06-12,Season 1,Episode 9,Baelor,jeor mormont,"Right. Now, don't think this means l approve of this nonsense with you and Alliser Thorne. That's a man's sword. lt'll take a man to wield it."
2011-06-12,Season 1,Episode 9,Baelor,jon snow,l'll apologize to Ser Alliser tonight.
2011-06-12,Season 1,Episode 9,Baelor,jeor mormont,"No, you won't. l sent him to King's Landing yesterday. The hand that your wolf tore off that thing's wrist – l've ordered Thorne to lay it at the feet of this boy king. That should get young Joffrey's attention. And it, uh, puts a thousand leagues between you and Thorne. Now go and put your sword somewhere safe and bring me my supper."
2011-06-12,Season 1,Episode 9,Baelor,unidentified nights watchers,Well done. Well done.
2011-06-12,Season 1,Episode 9,Baelor,nights watcher,"You earned that, Snow."
2011-06-12,Season 1,Episode 9,Baelor,nights watcher,Well done.
2011-06-12,Season 1,Episode 9,Baelor,pyp,"Go on, let's have a look."
2011-06-12,Season 1,Episode 9,Baelor,jon snow,At what?
2011-06-12,Season 1,Episode 9,Baelor,grenn,The sword! Show us the sword.
2011-06-12,Season 1,Episode 9,Baelor,all,Sword! Sword! Sword! Sword! Sword! Sword! Sword! Sword! Sword!
2011-06-12,Season 1,Episode 9,Baelor,pyp,Let's have a look.
2011-06-12,Season 1,Episode 9,Baelor,grenn,Piss off.
2011-06-12,Season 1,Episode 9,Baelor,pyp,"Come on, l want to have a look at it in the light. Give it here!"
2011-06-12,Season 1,Episode 9,Baelor,grenn,Look at its eyes.
2011-06-12,Season 1,Episode 9,Baelor,jon snow,What is it?
2011-06-12,Season 1,Episode 9,Baelor,sam tarly,l - l can't.
2011-06-12,Season 1,Episode 9,Baelor,jon snow,You can't what?
2011-06-12,Season 1,Episode 9,Baelor,sam tarly,l'm really not supposed to say.
2011-06-12,Season 1,Episode 9,Baelor,jon snow,And yet you really want to say. You want to say that…
2011-06-12,Season 1,Episode 9,Baelor,sam tarly,There was a raven. l read the message to Maester Aemon. lt's your brother Robb.
2011-06-12,Season 1,Episode 9,Baelor,jon snow,What? What about him?
2011-06-12,Season 1,Episode 9,Baelor,sam tarly,"He's heading south. To war. All his bannermen have rallied to his side, they'll keep him safe."
2011-06-12,Season 1,Episode 9,Baelor,jon snow,l should be there. l should be with him.
2011-06-12,Season 1,Episode 9,Baelor,greatjon umber,"lf we do that, they'll never get back across."
2011-06-12,Season 1,Episode 9,Baelor,robb stark,Well? What did he say?
2011-06-12,Season 1,Episode 9,Baelor,catelyn stark,"Lord Walder has granted your crossing. His men are yours, as well."
2011-06-12,Season 1,Episode 9,Baelor,robb stark,Huh.
2011-06-12,Season 1,Episode 9,Baelor,catelyn stark,Less the 400 he will keep here to hold the crossing against any who would pursue you.
2011-06-12,Season 1,Episode 9,Baelor,robb stark,What does he want in return?
2011-06-12,Season 1,Episode 9,Baelor,catelyn stark,You will be taking on his son Olyvar as your personal squire. He expects a knighthood in good time.
2011-06-12,Season 1,Episode 9,Baelor,robb stark,"Fine, fine. And?"
2011-06-12,Season 1,Episode 9,Baelor,catelyn stark,And Arya will marry his son Waldron when they both come of age.
2011-06-12,Season 1,Episode 9,Baelor,robb stark,She won't be happy about that. And?
2011-06-12,Season 1,Episode 9,Baelor,catelyn stark,And when the fighting is done you will marry one of his daughters. Whichever you prefer. He has a number he thinks will be suitable.
2011-06-12,Season 1,Episode 9,Baelor,robb stark,l see. Did you get a look at his daughters?
2011-06-12,Season 1,Episode 9,Baelor,catelyn stark,l did.
2011-06-12,Season 1,Episode 9,Baelor,robb stark,And?
2011-06-12,Season 1,Episode 9,Baelor,catelyn stark,One was – Do you consent?
2011-06-12,Season 1,Episode 9,Baelor,robb stark,Can l refuse?
2011-06-12,Season 1,Episode 9,Baelor,catelyn stark,Not if you want to cross.
2011-06-12,Season 1,Episode 9,Baelor,robb stark,Then l consent.
2011-06-12,Season 1,Episode 9,Baelor,jon snow,Sam said you wanted to see me?
2011-06-12,Season 1,Episode 9,Baelor,maester aemon,"l did indeed. Perhaps you would be kind enough to assist me. Tell me, did you ever wonder why the men of the Night's Watch take no wives and father no children?"
2011-06-12,Season 1,Episode 9,Baelor,jon snow,No.
2011-06-12,Season 1,Episode 9,Baelor,maester aemon,"So they will not love. Love is the death of duty. lf the day should ever come when your lord father was forced to choose between honor on the one hand and those he loves on the other, what would he do?"
2011-06-12,Season 1,Episode 9,Baelor,jon snow,"He would do whatever was right, no matter what."
2011-06-12,Season 1,Episode 9,Baelor,maester aemon,"Then Lord Stark is one man in 10,000. Most of us are not so strong. What is honor compared to a woman's love? And what is duty against the feel of a newborn son in your arms? Or a brother's smile?"
2011-06-12,Season 1,Episode 9,Baelor,jon snow,Sam told you.
2011-06-12,Season 1,Episode 9,Baelor,maester aemon,"We're all human. Oh, we all do our duty when there's no cost to it. Honor comes easy then. Yet sooner or later in every man's life there comes a day when it is not easy. A day when he must choose."
2011-06-12,Season 1,Episode 9,Baelor,jon snow,And this is my day? ls that what you're saying?
2011-06-12,Season 1,Episode 9,Baelor,maester aemon,"Oh, it hurts, boy. Oh, yes. l know."
2011-06-12,Season 1,Episode 9,Baelor,jon snow,"You do not know. No one knows. l may be a bastard, but he is my father and Robb is my brother."
2011-06-12,Season 1,Episode 9,Baelor,maester aemon,The gods were cruel when they saw fit to test my vows. They waited till l was old. What could l do when the ravens brought the news from the South
2011-06-12,Season 1,Episode 9,Baelor,jon snow,Who are you?
2011-06-12,Season 1,Episode 9,Baelor,maester aemon,"My father was Maekar, the first of his name. My brother Aegon reigned after him when l had refused the throne. And he was followed by his son Aerys whom they called the Mad King."
2011-06-12,Season 1,Episode 9,Baelor,jon snow,You're Aemon Targaryen.
2011-06-12,Season 1,Episode 9,Baelor,maester aemon,"l'm a maester of the Citadel, bound in service to Castle Black and the Night's Watch. l will not tell you to stay or go. You must make that choice yourself and live with it for the rest of your days. As l have."
2011-06-12,Season 1,Episode 9,Baelor,daenerys targaryen,My lord… My sun and stars… Drogo.
2011-06-12,Season 1,Episode 9,Baelor,khal drogo,My horse…
2011-06-12,Season 1,Episode 9,Baelor,cohollo,Blood of my blood…
2011-06-12,Season 1,Episode 9,Baelor,khal drogo,"No, l must ride."
2011-06-12,Season 1,Episode 9,Baelor,qotho,He fell from his horse. A Khal who cannot ride is no Khal.
2011-06-12,Season 1,Episode 9,Baelor,daenerys targaryen,"He's tired, that's all. He needs to rest. We've ridden far enough today. We'll camp here."
2011-06-12,Season 1,Episode 9,Baelor,qotho,This is no place to camp. A woman does not give us orders. Not even a Khaleesi.
2011-06-12,Season 1,Episode 9,Baelor,daenerys targaryen,We'll camp here. Tell them Khal Drogo commanded it.
2011-06-12,Season 1,Episode 9,Baelor,qotho,"You do not command me, Khaleesi."
2011-06-12,Season 1,Episode 9,Baelor,daenerys targaryen,Find Mirri Maz Duur. Bring her to me.
2011-06-12,Season 1,Episode 9,Baelor,qotho,"The witch? l'll bring you her head, Khaleesi."
2011-06-12,Season 1,Episode 9,Baelor,daenerys targaryen,Bring her to me unharmed or Khal Drogo will hear why you denied me.
2011-06-12,Season 1,Episode 9,Baelor,qotho,Hyah! Hyah!
2011-06-12,Season 1,Episode 9,Baelor,kevan lannister,Our scouts tell us the Stark host has moved south from the Twins with Lord Frey's levies in tow. They're a day's march north.
2011-06-12,Season 1,Episode 9,Baelor,tywin lannister,"The boy may lack experience and sense, but he does have a certain mindless provincial courage."
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,"Oh, do continue. Didn't mean to interrupt."
2011-06-12,Season 1,Episode 9,Baelor,tywin lannister,"l do hope your savages are going to be of some use, otherwise we've wasted good steel on them."
2011-06-12,Season 1,Episode 9,Baelor,kevan lannister,"The great hairy one insisted he must have two battleaxes. Heavy black steel, double-sided."
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,Shagga likes axes.
2011-06-12,Season 1,Episode 9,Baelor,tywin lannister,"When the battle commences, you and your wildlings will be in the vanguard."
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,The vanguard? Me and the tribesmen on the front lines?
2011-06-12,Season 1,Episode 9,Baelor,kevan lannister,They do seem rather ferocious.
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,"Ferocious? Last night a Moon Brother stabbed a Stone Crow over a sausage. Three Stone Crows seized the Moon Brother and opened his throat. Bronn managed to keep Shagga from chopping off the dead man's cock, which was fortunate, but even still, Ulf is demanding blood money, which Shagga and Gunthor refuse to pay."
2011-06-12,Season 1,Episode 9,Baelor,tywin lannister,"When soldiers lack discipline, the fault lies with their commander."
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,Surely there are ways to have me killed that would be less detrimental to the war effort.
2011-06-12,Season 1,Episode 9,Baelor,tywin lannister,There'll be no more discussion on the matter.
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,"lt appears l'm not hungry after all. Excuse me, my lords."
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,Where did you find one so pretty at this hour?
2011-06-12,Season 1,Episode 9,Baelor,bronn,l took her.
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,Took her? From whom?
2011-06-12,Season 1,Episode 9,Baelor,bronn,"From, uh, Ser What's-his-name? l don't know. Ginger cunt, three tents down."
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,And he didn't have anything to say about it?
2011-06-12,Season 1,Episode 9,Baelor,bronn,He said something.
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,"Well, the odds of me living long enough for him to retaliate have just dropped drastically. We'll be at the vanguard tomorrow."
2011-06-12,Season 1,Episode 9,Baelor,bronn,"Oh, well. l, uh, think l'll go and find myself one."
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,Who are you?
2011-06-12,Season 1,Episode 9,Baelor,prostitute,Who would you like me to be?
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,What did your mother call you?
2011-06-12,Season 1,Episode 9,Baelor,prostitute,Shae. What did your mother call you?
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,My mother died giving birth to me.
2011-06-12,Season 1,Episode 9,Baelor,shae,ls that why l'm here? So we can talk about our mothers?
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,What sort of accent is that?
2011-06-12,Season 1,Episode 9,Baelor,shae,Foreign.
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,For-
2011-06-12,Season 1,Episode 9,Baelor,shae,What do you want from me?
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,"What do l want from you? l want you to share my tent. l want you to pour my wine, laugh at my jokes, rub my legs when they're sore after a day's ride. l want you to take no other man to bed for as long as we're together. And l want you to fuck me like it's my last night in this world. Which it may well be."
2011-06-12,Season 1,Episode 9,Baelor,shae,And what do l get?
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,"One - safety. No one will hurt you for as long as you're mine. Two - the pleasure of my company, which l have heard is spectacular."
2011-06-12,Season 1,Episode 9,Baelor,shae,Who told you this? Women you paid?
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,And three - more gold than you can spend if you lived a thousand years. Do you accept my proposal?
2011-06-12,Season 1,Episode 9,Baelor,shae,Let's start with your last night in this world.
2011-06-12,Season 1,Episode 9,Baelor,jorah mormont,Khaleesi.
2011-06-12,Season 1,Episode 9,Baelor,daenerys targaryen,Come. He's very strong. No one understands how strong he is.
2011-06-12,Season 1,Episode 9,Baelor,jorah mormont,"He will die tonight, Khaleesi."
2011-06-12,Season 1,Episode 9,Baelor,daenerys targaryen,He can't. He can't. l won't let him.
2011-06-12,Season 1,Episode 9,Baelor,jorah mormont,Even a queen doesn't have that power. We must go quickly. l've heard there's a good port in Asshai.
2011-06-12,Season 1,Episode 9,Baelor,daenerys targaryen,l won't leave him.
2011-06-12,Season 1,Episode 9,Baelor,jorah mormont,"He's already gone, Khaleesi."
2011-06-12,Season 1,Episode 9,Baelor,daenerys targaryen,"Even if he dies, why would l run? l am khaleesi, and my my son will be khal after Drogo."
2011-06-12,Season 1,Episode 9,Baelor,jorah mormont,"This isn't Westeros, where men honor blood. Here they only honor strength. There will be fighting after Drogo dies. Whoever wins that fight will be the new khal. He won't want any rivals. Your boy will be plucked from your breast and given to the dogs."
2011-06-12,Season 1,Episode 9,Baelor,mirri maz duur,The wound has festered.
2011-06-12,Season 1,Episode 9,Baelor,qotho,"You did this, witch."
2011-06-12,Season 1,Episode 9,Baelor,daenerys targaryen,Stop it! l don't want her hurt.
2011-06-12,Season 1,Episode 9,Baelor,qotho,"No? No? You don't want her hurt? Pray we don't hurt you, too. You let this witch put her hands on our Khal."
2011-06-12,Season 1,Episode 9,Baelor,jorah mormont,Rein in your tongue. She is still your Khaleesi.
2011-06-12,Season 1,Episode 9,Baelor,qotho,"Only while the blood of my blood lives. When he dies, she is nothing."
2011-06-12,Season 1,Episode 9,Baelor,daenerys targaryen,l have never been nothing. l am the blood of the dragon.
2011-06-12,Season 1,Episode 9,Baelor,qotho,"The dragons are all dead, Khaleesi."
2011-06-12,Season 1,Episode 9,Baelor,daenerys targaryen,"l think you should wear your armor tonight, ser."
2011-06-12,Season 1,Episode 9,Baelor,jorah mormont,l think you're right.
2011-06-12,Season 1,Episode 9,Baelor,mirri maz duur,You've saved me once more.
2011-06-12,Season 1,Episode 9,Baelor,daenerys targaryen,And now you must save him.
2011-06-12,Season 1,Episode 9,Baelor,mirri maz duur,He's beyond the healer's skills. All l can do is ease his path.
2011-06-12,Season 1,Episode 9,Baelor,daenerys targaryen,Save him and l will free you. l swear it. You must know a way. Some – some magic.
2011-06-12,Season 1,Episode 9,Baelor,mirri maz duur,There is a spell. Some would say death is cleaner.
2011-06-12,Season 1,Episode 9,Baelor,daenerys targaryen,Do it. Save him.
2011-06-12,Season 1,Episode 9,Baelor,mirri maz duur,There is a price.
2011-06-12,Season 1,Episode 9,Baelor,daenerys targaryen,"You'll have gold, whatever you want."
